          Date Of Operation:,01/01/2010 to 04/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Date Mode:,ERP Transaction Date,,,,,,,,,,,,,,,,,,,,,,,,,
Branch:,1/1/2010,,,,,,,,,,,,,,,,,,,,,,,,,
Department:,All,,,,,,,,,,,,,,,,,,,,,,,,,
Sr.,Date,Academic Year,Session,Alloted Category,Voucher Type,Voucher No.,Roll No.,Admno/UniqueId,Status,Fee Category,Faculty,Program,Department,Batch,Receipt No.,Fee Head,Due Amount,Paid Amount,Concession Amount,Scholarship Amount,Reverse Concession Amount,Write Off Amount,Adjusted Amount,Refund Amount,Fund Transfer Amount,Remarks
1173,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892818,11CETBT102079,11CETBT102079,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,780,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1174,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892818,11CETBT102079,11CETBT102079,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,780,Security Fee,0,10000,0,0,0,0,0,0,0,
1175,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892825,11CETBT102078,11CETBT102078,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,771,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1176,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892825,11CETBT102078,11CETBT102078,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,771,Security Fee,0,10000,0,0,0,0,0,0,0,
1177,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892809,11CETBT102081,11CETBT102081,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,800,TUITION FEE,0,46000,0,0,0,0,0,0,0,
1178,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892908,11CETBT102067,11CETBT102067,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,699,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1179,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892908,11CETBT102067,11CETBT102067,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,699,Security Fee,0,10000,0,0,0,0,0,0,0,
1180,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892770,11CETBT102085,11CETBT102085,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,815,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1181,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892770,11CETBT102085,11CETBT102085,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,815,Security Fee,0,10000,0,0,0,0,0,0,0,
1182,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892783,11CETBT102084,11CETBT102084,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,809,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1183,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892783,11CETBT102084,11CETBT102084,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,809,Security Fee,0,10000,0,0,0,0,0,0,0,
1184,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892794,11CETBT102083,11CETBT102083,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,3116,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1185,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892794,11CETBT102083,11CETBT102083,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,3116,Security Fee,0,10000,0,0,0,0,0,0,0,
1186,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892802,11CETBT102082,11CETBT102082,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,793,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1187,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892802,11CETBT102082,11CETBT102082,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,793,Security Fee,0,10000,0,0,0,0,0,0,0,
1188,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892834,11CETBT102077,11CETBT102077,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2937,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1189,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892834,11CETBT102077,11CETBT102077,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2937,Security Fee,0,10000,0,0,0,0,0,0,0,
1190,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892835,11CETBT102077,11CETBT102077,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2938,Ajustable_Excess_Amount,0,6100,0,0,0,0,0,0,0,
1191,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892888,11CETBT102071,11CETBT102071,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,724,TUITION FEE,0,68000,0,0,0,0,0,0,0,
1192,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892888,11CETBT102071,11CETBT102071,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,724,Security Fee,0,10000,0,0,0,0,0,0,0,
1193,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892887,11CETBT102071,11CETBT102071,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,725,TUITION FEE,0,60000,0,0,0,0,0,0,0,
1194,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892896,11CETBT102070,11CETBT102070,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2931,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1195,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892896,11CETBT102070,11CETBT102070,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2931,Security Fee,0,10000,0,0,0,0,0,0,0,
1196,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892898,11CETBT102069,11CETBT102069,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,707,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1197,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892898,11CETBT102069,11CETBT102069,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,707,Security Fee,0,10000,0,0,0,0,0,0,0,
1198,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892899,11CETBT102068,11CETBT102068,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,702,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1199,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892899,11CETBT102068,11CETBT102068,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,702,Security Fee,0,10000,0,0,0,0,0,0,0,
1200,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892880,11CETBT102072,11CETBT102072,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,728,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1201,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892880,11CETBT102072,11CETBT102072,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,728,Security Fee,0,10000,0,0,0,0,0,0,0,
1202,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892871,11CETBT102073,11CETBT102073,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2933,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1203,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892871,11CETBT102073,11CETBT102073,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2933,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1204,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892871,11CETBT102073,11CETBT102073,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2933,Security Fee,0,10000,0,0,0,0,0,0,0,
1205,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892845,11CETBT102076,11CETBT102076,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2936,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1206,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892845,11CETBT102076,11CETBT102076,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2936,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1207,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892845,11CETBT102076,11CETBT102076,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2936,Security Fee,0,10000,0,0,0,0,0,0,0,
1208,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892851,11CETBT102075,11CETBT102075,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2934,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1209,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892851,11CETBT102075,11CETBT102075,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2934,Security Fee,0,10000,0,0,0,0,0,0,0,
1210,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892852,11CETBT102075,11CETBT102075,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2935,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1211,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892859,11CETBT102074,11CETBT102074,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,751,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1212,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892859,11CETBT102074,11CETBT102074,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,751,Security Fee,0,10000,0,0,0,0,0,0,0,
1213,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892915,11CETBT102066,11CETBT102066,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,696,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1214,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892915,11CETBT102066,11CETBT102066,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,696,Security Fee,0,10000,0,0,0,0,0,0,0,
1215,8/7/2011,2011-2012,2011-2012,AIE,RCPT,892925,11CETBT102065,11CETBT102065,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2928,TUITION FEE,0,38000,0,0,0,0,0,0,0,
1216,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897804,11CCICMCA102061,11CCICMCA102061,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,946,TUITION FEE,0,45000,0,0,0,0,0,0,0,
1217,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897803,11CCICMCA102061,11CCICMCA102061,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,947,TUITION FEE,0,12000,0,0,0,0,0,0,0,
1218,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888615,11CETBT105114,11CETBT105114,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,884,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1219,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888615,11CETBT105114,11CETBT105114,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,884,Security Fee,0,10000,0,0,0,0,0,0,0,
1220,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897805,11CCICMCA102061,11CCICMCA102061,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,945,TUITION FEE,0,35000,0,0,0,0,0,0,0,
1221,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897805,11CCICMCA102061,11CCICMCA102061,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,945,Security Fee,0,10000,0,0,0,0,0,0,0,
1222,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897819,11CCICMCA102059,11CCICMCA102059,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,927,TUITION FEE,0,10000,0,0,0,0,0,0,0,
1223,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897814,11CCICMCA102060,11CCICMCA102060,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,924,TUITION FEE,0,92000,0,0,0,0,0,0,0,
1224,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897814,11CCICMCA102060,11CCICMCA102060,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,924,Security Fee,0,10000,0,0,0,0,0,0,0,
1225,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897797,11CCICMCA102062,11CCICMCA102062,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,948,TUITION FEE,0,92000,0,0,0,0,0,0,0,
1226,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897797,11CCICMCA102062,11CCICMCA102062,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,948,Security Fee,0,10000,0,0,0,0,0,0,0,
1227,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897785,11CCICMCA102063,11CCICMCA102063,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,950,TUITION FEE,0,92000,0,0,0,0,0,0,0,
1228,9/7/2011,2011-2012,2011-2012,AIE,RCPT,897785,11CCICMCA102063,11CCICMCA102063,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,950,Security Fee,0,10000,0,0,0,0,0,0,0,
1229,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888605,11CETBT105117,11CETBT105117,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,900,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1230,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888605,11CETBT105117,11CETBT105117,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,900,Security Fee,0,10000,0,0,0,0,0,0,0,
1231,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888604,11CETBT105118,11CETBT105118,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,929,TUITION FEE,0,80000,0,0,0,0,0,0,0,
1232,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888604,11CETBT105118,11CETBT105118,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,929,Security Fee,0,10000,0,0,0,0,0,0,0,
1233,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888613,11CETBT105116,11CETBT105116,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,903,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1234,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888613,11CETBT105116,11CETBT105116,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,903,Security Fee,0,10000,0,0,0,0,0,0,0,
1235,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888614,11CETBT105115,11CETBT105115,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,895,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1236,9/7/2011,2011-2012,2011-2012,AIE,RCPT,888614,11CETBT105115,11CETBT105115,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,895,Security Fee,0,10000,0,0,0,0,0,0,0,
